,sym_1,sym_2,min_trading_qty_symbol_1,min_trading_qty_symbol_2,estimated_trade_qty_symbol_1,estimated_trade_qty_symbol_2,estimated_trade_value_symbol_1,estimated_trade_value_symbol_2,std,each_z_score_revenue,p_value,hedge_ratio,initial_intercept,trade_oppotunities_performance,cumulative_returns_performance,win_rate_performance,recent_trade_qty,peak_loss_performace,recent_z_score
47,LDOUSDT,EOSUSDT,1.0,0.1,23.467115489254706,59.2577182676131,45.556711299290164,44.44328870070983,0.04394263546564012,1.0312069013743963,0.021262571181712205,2.5251385622892792,0.0626046157685078,1,0.9091939694901595,1.0,23.515709433449572,-1.4645795344000123,1.3729978856525507
0,SNXUSDT,DOTUSDT,0.1,0.1,11.674094485904288,10.93110670449868,32.69913865501791,57.30086134498208,0.09977237787108142,1.1647521663503506,0.013088136716630587,0.9363558533552458,-2.085727697768731,0,0.0,0.0,11.690292048043618,-1.5056686459661681,-1.7258952921530843
44,DOTUSDT,AVAXUSDT,0.1,1.0,9.197750723438366,3.162423460839855,48.20541154154047,41.79458845845952,0.13195615994803653,1.2136998656242017,0.008823333104973526,0.34382574130663723,0.6833096484769512,0,0.0,0.0,9.207338081630668,-1.8494130090531884,0.9335657184007096
32,ATOMUSDT,MASKUSDT,0.01,1.0,6.7335047129447485,8.297751651272058,60.56787489293801,29.432125107061992,0.11714713502342684,0.7888107857882195,0.02627276486092832,1.2323079889318471,4.583657984945736,0,0.0,0.0,6.739448345189578,-4.772041445634483,1.3426515008057307
33,ATOMUSDT,EOSUSDT,0.01,0.1,5.357512150659581,55.74557093975609,48.19082179518293,41.80917820481707,0.09044603051501954,0.48456570746314437,0.009472922727231171,10.405122633812987,1.239401129956629,0,0.0,0.0,5.359874845099356,-0.41525349603349404,-1.969684359400669
34,ATOMUSDT,GMTUSDT,0.01,1.0,6.287756784091411,156.41547112767896,56.55837227290224,33.44162772709776,0.27432054393534616,1.7248608611451188,0.0015227251020647266,24.87619615367823,3.701980468159644,0,0.0,0.0,6.290811526546073,-0.9983338451049921,-1.2722385031501486
35,DOTUSDT,NEARUSDT,0.1,1.0,11.166347819390428,22.44365530011082,58.53399526924462,31.466004730755365,0.1047250073760298,1.1693958577489767,0.0039197238956444206,2.0099369698243934,2.4646989658086302,0,0.0,0.0,11.17885808564694,-1.3410980825165766,1.841104146736794
36,DOTUSDT,APTUSDT,0.1,0.1,11.763749471291856,4.008228085542898,61.665574728511906,28.346189020959375,0.09971848822423807,1.1730633131259036,0.00014795400393165126,0.3407270866592782,2.824006331449647,0,0.0,0.0,11.775150077230656,-0.5883935342881907,-1.0772762272402374
37,DOTUSDT,GALAUSDT,0.1,1.0,13.157986898234423,896.4205652472684,68.9610093336466,21.038990666353392,0.09021761071157021,1.1870821397328544,0.01957381520902231,68.12748577577264,3.5957260723118063,0,0.0,0.0,13.166998414369017,-4.074411436244142,0.820089146010209
38,DOTUSDT,ETHUSDT,0.1,0.001,5.1894449006368975,0.033553697073640414,27.19788072423798,62.802119275762024,0.12946810866529454,0.6718676163082165,0.01991719706827997,0.006465758422355037,-6.803216914822551,0,0.0,0.0,5.195020261896305,-0.3612415912675071,0.8650983805627226
39,DOTUSDT,XRPUSDT,0.1,0.1,11.500556282069443,41.89652505380417,60.27441547432595,29.72558452567406,0.13731016203899032,1.5791432466294832,0.005859946779576464,3.642999871156249,2.6469134355542185,0,0.0,0.0,11.517165990176467,0.0,-0.4703320106041868
40,DOTUSDT,OPUSDT,0.1,0.1,11.100488150969909,21.161285809793,58.17765839923329,31.822341600766713,0.08857562709175162,0.9832326989967182,0.015882523126505874,1.9063383089097776,2.40157818505833,0,0.0,0.0,11.115380609730899,0.0,0.8916697639971345
41,DOTUSDT,MASKUSDT,0.1,1.0,12.20726045946284,7.336269504357274,63.978252068044746,26.02174793195525,0.07341638542719567,0.8962129389020896,0.0020934172133627704,0.6009759133688619,3.0797148213195342,0,0.0,0.0,12.2258524866598,-3.629471223148136,1.3382179548566655
42,DOTUSDT,EOSUSDT,0.1,0.1,9.775909678073827,51.68594316962008,51.235542622784926,38.76445737721506,0.06291434804292376,0.6150449839225235,0.0009292793341865191,5.287072494700452,1.2877020101951064,0,0.0,0.0,9.78578131133654,-0.5933864756434637,2.155164288133596
43,DOTUSDT,MTLUSDT,0.1,1.0,11.456436876328572,22.154129811538198,60.04318566883804,29.95681433116195,0.09363816970085063,1.072759780392738,0.02144605622292422,1.9337713855267973,2.711632049354396,0,0.0,0.0,11.480651814999343,-2.7444662079885527,1.547344001491298
45,DOTUSDT,GMTUSDT,0.1,1.0,11.280187767391334,144.43655711460255,59.11946408889798,30.880535911102022,0.20238661739053257,2.2829590457723956,0.010543672455735061,12.804446175278967,2.503206687454845,0,0.0,0.0,11.293098963396915,-1.3844029177178525,1.1521920962818537
1,TOMOUSDT,KNCUSDT,1.0,1.0,44.4309232699389,34.36653568354603,63.19410216683409,26.805897833165908,0.04478674844472359,1.9899165836575694,0.011502381092265137,0.7734823666560574,0.7724577999838369,0,0.0,0.0,44.32102630334624,-9.176915183922665,0.22049237225451299
46,LDOUSDT,GALAUSDT,1.0,1.0,32.63310048454857,1135.464935208601,63.35063797065414,26.649362029345866,0.03394518895483128,1.1077367621299974,0.0007599781305473401,34.79488367175628,1.1087369478523508,0,0.0,0.0,32.70125476541501,-0.29768898528781457,-1.5910535557405008
48,TRXUSDT,IMXUSDT,1.0,1.0,834.1903939129528,26.629151780960306,70.10536070444455,19.90262804108973,0.0017783004197514047,1.4834411276479935,0.018543657463787108,0.031922151076387295,0.05920194133018994,0,0.0,0.0,836.4703602491763,-10.737456323408317,0.9171944148381359
49,TRXUSDT,ICPUSDT,1.0,1.0,730.7035027046207,6.660069329770248,61.40832236729633,28.591677632703675,0.0015617523341549297,1.1411779009241243,0.011374831465152644,0.009114598883293586,0.04504230631558262,0,0.0,0.0,732.2507756303435,0.0,-0.34503298454897713
50,TRXUSDT,ANKRUSDT,1.0,1.0,724.1136246159421,1089.1439083436555,60.854509012723774,29.145490987276222,0.0016684175290176103,1.2081238643097154,0.02716550526158884,1.504106360270903,0.044626675237136385,0,0.0,0.0,725.9266067224472,-5.715609719412818,-0.4986033447092298
51,TRXUSDT,XLMUSDT,1.0,1.0,860.8121336197217,111.00363544727848,72.34265170940142,17.657348290598588,0.0016919153872652331,1.456421294415823,0.006901387629360228,0.12895221978401644,0.06278811149008934,0,0.0,0.0,862.2060352530706,0.0,0.4687904214943808
52,LTCUSDT,UNIUSDT,0.001,1.0,0.5959442500608825,5.890777105217083,54.25476452554275,35.74523547445726,1.0067739926507655,0.5999811720310608,0.01289372893619929,9.884778827239751,32.24870416417681,0,0.0,0.0,0.5968896301351357,0.0,3.3812134806855836
53,ETHUSDT,XRPUSDT,0.001,0.1,0.04099824527095133,18.692790714861623,76.7355957087342,13.264404291265807,12.105664273454089,0.4963109930508636,0.02533207411972557,455.94123824870394,1539.6136062601868,0,0.0,0.0,0.041058236332480756,-0.5160625872935231,-2.4401743729831815
54,XRPUSDT,MASKUSDT,0.1,1.0,69.00905173718392,11.567853647390551,48.968823112705714,41.031176887294286,0.030457715222648958,2.101858045596196,0.019585922632538708,0.16762806264091124,0.10900843159688117,0,0.0,0.0,69.22729713910951,-1.5183602957714986,1.3618487597933342
55,XRPUSDT,AVAXUSDT,0.1,1.0,47.28195071086796,4.2719225100748535,33.551272224431905,56.45772789314926,0.02361755272528021,1.1166839638680242,0.007613668602577037,0.09034996327029574,-0.48498895328213937,0,0.0,0.0,47.369946483548546,-0.7076681889781418,1.3761274340092389
56,STORJUSDT,UNIUSDT,1.0,1.0,126.74891202672663,8.371219761063522,39.20343848986655,50.796561510133444,0.007760501274509647,0.9836350933261232,0.020892683890194712,0.06604569323086847,-0.09549272189183276,0,0.0,0.0,127.04633771326459,-9.042196463641304,0.03123837177160751
57,MASKUSDT,AVAXUSDT,1.0,1.0,9.492475341241894,4.262272243085276,33.669810035385,56.330189964615,0.13293238199987506,1.261857358186362,0.0018004995492465878,0.4490158878334938,-2.337477855765477,0,0.0,0.0,9.512624200146048,-2.831936414586956,-1.7721086288694674
58,EOSUSDT,GMTUSDT,0.1,1.0,73.14047763292712,164.72302269849195,54.85535822469534,35.217782252937575,0.030042965590018653,2.1973568527635585,0.0027559127396024363,2.2521458435805357,0.2668621181014115,0,0.0,0.0,73.19406317661618,0.0,-0.44677384140794946
31,ATOMUSDT,DOTUSDT,0.01,0.1,5.0390207806573715,8.52232126630808,45.32599192201305,44.674008077986954,0.13923491548677946,0.7016076325309546,0.012330039522965876,1.69126535437631,0.16984002096141526,0,0.0,0.0,5.040560646395419,-3.0682602535676975,0.11262090911108392
30,AAVEUSDT,XLMUSDT,0.1,1.0,0.9012893900075598,155.2210887607004,65.30742919994778,24.69257080005222,2.411701515499438,2.173640987784796,0.0076788197249953,172.22114282228316,45.53665770159887,0,0.0,0.0,0.9045847820523247,0.0,0.9179476721416023
29,LINAUSDT,MTLUSDT,1.0,1.0,3421.7988570570446,33.9117020956623,44.141205256035875,45.85879474396413,0.00014885620717039355,0.5093559995614994,0.016342985738898395,0.009910489632002632,-0.000371569545367717,0,0.0,0.0,3434.256477409472,-5.271226695265312,0.520586820058679
16,INJUSDT,MATICUSDT,0.1,1.0,4.278502579453577,78.2650376748022,34.369211220750586,55.63078877924941,0.2073130988271787,0.8869896280865984,0.0217102132801156,18.292623697517488,-5.0579692892221155,0,0.0,0.0,4.284160458786023,-3.8807746549992865,1.1927409677275087
2,DYDXUSDT,APEUSDT,0.1,1.0,25.40122668219279,19.08170042049471,52.42813187204592,37.57186812795408,0.04094176742306786,1.039971115082963,0.024886843122308874,0.7512117685982345,0.5640830357141369,0,0.0,0.0,25.446139119998712,-6.890991769865674,0.3007720701429942
3,DYDXUSDT,LDOUSDT,0.1,1.0,23.181988673734452,21.713478276109868,47.84762462258791,42.152375377412085,0.04700481510414535,1.0896650913552797,0.00936402423055436,0.9366529585406782,0.25077091461065537,0,0.0,0.0,23.236201504021817,-8.639513246465302,0.20533229705613779
4,DYDXUSDT,APTUSDT,0.1,0.1,27.045375990600487,4.832910627177687,55.82165604459941,34.1783439554006,0.04699104970789483,1.2708906075430129,0.0012630775062274706,0.1786963741549515,0.8063742223887456,0,0.0,0.0,27.092490014432958,-1.9424037577662403,2.006882153953792
5,DYDXUSDT,GALAUSDT,0.1,1.0,31.160601924757866,1094.3552461567856,64.31548237270025,25.68451762729976,0.04443563298034285,1.3846410705751055,0.009934187715897652,35.1198365422875,1.2262972901379054,0,0.0,0.0,31.207616532000255,-9.456696523039408,0.36304727887362265
6,DYDXUSDT,OPUSDT,0.1,0.1,24.042783222151847,26.85625610581254,49.62430457052142,40.38106668069974,0.04089953746369654,0.983338713125934,0.01895127509884457,1.117019433967549,0.4070777274476888,0,0.0,0.0,24.091531406019477,-6.238281704357321,1.2854901348655048
7,DYDXUSDT,EOSUSDT,0.1,0.1,22.070066553858286,59.342299910329096,45.552617367163506,44.447382632836494,0.032605145850125195,0.7195977389105194,0.0002874459349900103,2.6888138178248893,0.06428913641396897,0,0.0,0.0,22.09173615773791,-5.026442013217996,1.2704966628223104
8,ETCUSDT,BNBUSDT,0.01,0.01,1.9210182592718046,0.22557075885957392,35.43894484704625,54.56105515295374,0.16937437582002518,0.3253712686030332,0.010264006726472128,0.11742249599703464,-9.89534952018131,0,0.0,0.0,1.923605250396751,-0.8113719519997875,0.8378491647399462
10,ETCUSDT,LTCUSDT,0.01,0.001,2.744929413455186,0.432354373688255,50.638457819421276,39.36154218057874,0.17740616232527706,0.4869673930948583,0.024638162064079375,0.1575101973729911,4.031219015331266,0,0.0,0.0,2.750195050035244,-0.8542893965582941,-1.886430900059381
12,1INCHUSDT,ATOMUSDT,1.0,0.01,102.86590836949847,6.444846901353393,32.022157275424874,57.977842724575126,0.025674779159586207,2.6410594804371037,0.0006606116509403769,0.06265289446726358,-0.2565213679137557,0,0.0,0.0,102.94529409874853,-0.7393342231413826,0.4686396955301491
13,INJUSDT,ATOMUSDT,0.1,0.01,3.385484075717542,6.981370211178411,27.195593580239013,62.80440641976099,0.21632608533500208,0.7323685170639637,0.004671642155914949,2.0621482940216556,-10.444483303360737,0,0.0,0.0,3.3854682466177137,-1.4036260282412516,2.0359472522042976
14,INJUSDT,DOTUSDT,0.1,0.1,3.2677938625290395,12.161352900096189,26.250188097695773,63.749811902304224,0.4414614702399979,1.4426050829933112,0.0008767766227708272,3.7215789648017052,-11.332280667258992,0,0.0,0.0,3.2704784871210535,-3.597016635355927,0.49043965165280823
15,INJUSDT,APTUSDT,0.1,0.1,5.082465247225331,6.953133013155955,40.82744333096108,49.17255666903891,0.2525274461700724,1.2834619691299585,0.010093056592862996,1.368063070761158,-1.5470312431497788,0,0.0,0.0,5.087544945544059,-3.0145423770510003,-1.2913695474222393
17,INJUSDT,MASKUSDT,0.1,1.0,5.241585501769859,13.498969465694113,42.10565633571728,47.894343664282715,0.37565343448121324,1.969019595866781,0.006225607687635082,2.575359967158046,-1.1180489150972686,0,0.0,0.0,5.253051918658519,-7.616044742895912,1.1251058662939368
18,INJUSDT,EOSUSDT,0.1,0.1,3.785628504357994,79.45339496598965,30.409953775507763,59.590046224492234,0.34929423443680585,1.3222982102918759,0.010845267587032414,20.98816481187294,-7.533631058100546,0,0.0,0.0,3.7896116349947326,-1.1885064432089432,2.0470198400166524
19,INJUSDT,AVAXUSDT,0.1,1.0,3.401240022079153,4.742931434176176,27.322161097361835,62.67783890263817,0.19788967515421926,0.6730702830907732,0.028790056980792202,1.394471252657099,-10.329419975351446,0,0.0,0.0,3.4048050343304666,-4.729781459418272,0.8235611625254791
20,BNBUSDT,UNFIUSDT,0.01,0.1,0.3002221182918321,5.328716746649804,72.61772597242835,17.38227402757166,1.2448457885007163,0.373730239570351,0.00934067110719783,17.74924771355455,184.11694204098444,0,0.0,0.0,0.3008269614447449,-0.448544865614796,0.8492442339803701
22,UNFIUSDT,NEARUSDT,0.1,1.0,15.45269217969711,28.24059779588305,50.406681890171974,39.59331810982803,0.06859145346027609,1.0599226164796667,0.009727930446190624,1.8275519545382286,0.6354261145119872,0,0.0,0.0,15.51838455889209,-1.465106229509703,-1.19393676030572
23,UNFIUSDT,LTCUSDT,0.1,0.001,10.654781213543613,0.6066942981129965,34.75589631857927,55.2334489002072,0.0829477578695143,0.8837902122536654,0.006890865448331016,0.05694103763874654,-1.9904936235081343,0,0.0,0.0,10.694892194887661,-1.129500113544736,-1.7819328166639528
24,UNFIUSDT,ETHUSDT,0.1,0.001,5.825391281746313,0.03793334916914766,19.008251752338218,70.99757363894354,0.06777088592047956,0.39479192799738555,0.02020058999047664,0.006511725536447768,-8.975043958618961,0,0.0,0.0,5.838766333129051,-1.4995422120272435,-2.475760310156901
26,UNFIUSDT,UNIUSDT,0.1,1.0,12.792578307601852,7.952837340523263,41.74218301770484,48.257816982295154,0.10232986219126901,1.309062775287915,0.003578201115217433,0.6216758771605388,-0.5054420413457679,0,0.0,0.0,12.840674707477747,-1.7638814807161602,-0.3077747317866774
27,UNFIUSDT,ADAUSDT,0.1,1.0,8.911677347669318,196.7103545836455,29.078803185444986,60.92119681455501,0.11073865331182603,0.986867148230406,0.0056195249892674074,22.073325470551445,-3.6261923178584965,0,0.0,0.0,8.94484823899831,-0.5959548066233177,-0.8063594885858776
59,ADAUSDT,IMXUSDT,1.0,1.0,223.50270918855497,27.771051094830334,69.24113930661433,20.758860693385675,0.005265703621724988,1.1768990252395208,0.0286457820542075,0.12425375600884403,0.21804534564434808,0,0.0,0.0,224.26658360491987,-4.588614924590307,1.3346453844753194
21,UNFIUSDT,LINAUSDT,0.1,1.0,15.50796644022744,3055.272362168844,50.58698652802191,39.41301347197809,0.0694478418261826,1.0769948003866634,0.028631856716736327,197.01308833397474,0.6740116717169279,1,-1.053117366675194,0.0,15.58021109419382,-2.779205805076242,0.6965011362089532
9,ETCUSDT,LINAUSDT,0.01,1.0,3.5115331635687563,1954.9795502700456,64.78076380151641,25.21923619848359,0.1425230923756861,0.5004745654515952,0.011228262105865505,556.7310514257562,11.250693776709323,1,-2.2019399278827496,0.0,3.518768713073173,-3.843182902080286,0.77660819277372
11,ETCUSDT,UNIUSDT,0.01,1.0,3.1332167065198226,5.305391036105175,57.80158180187769,32.1931128070862,0.27104410561573566,0.8492399199189463,0.0002000796256638508,1.6932729309994217,8.296822032738602,1,-2.636774139328453,0.0,3.138630457998684,-3.441200215173224,0.22429736468619546
28,LINAUSDT,UNIUSDT,1.0,1.0,3083.053912603587,8.277621049343065,39.77139547258627,50.228604527413715,0.00033892909836258736,1.0449366828019808,0.022422345713144148,0.0026848771653015806,-0.0031767859642047452,1,-2.6457966827937636,0.0,3088.215864210154,-5.234304934525811,-1.1423419338894816
25,UNFIUSDT,STORJUSDT,0.1,1.0,15.54642304258526,126.88859971581358,50.7279783879557,39.272021612044306,0.07379464387925266,1.147242752023787,0.022733828640837887,8.161916047713115,0.767224020276704,1,-3.9798779351022446,0.0,15.636710336985256,-4.809861416296497,0.5093894707207848
